Customer ID,Customer Name,Segment,Region,total_sales,total_profit,order_count,last_order_date,recency_days,avg_order_value,customer_value_segment,recency_segment
JL-15235,Janet Lee,Consumer,East,1091.548,156.83280000000002,2,2016-06-05,573,545.774,Medium Value,Inactive
JL-15235,Janet Lee,Consumer,South,751.984,84.5982,1,2017-04-28,246,751.984,Medium Value,Inactive
JL-15235,Janet Lee,Consumer,West,255.248,3.5953999999999997,1,2017-09-02,119,255.248,Low Value,At Risk
JL-15505,Jeremy Lonsdale,Consumer,Central,99.876,7.3542,3,2017-11-11,49,33.292,Low Value,Active
JL-15505,Jeremy Lonsdale,Consumer,East,510.684,51.022800000000004,2,2016-04-08,631,255.342,Medium Value,Inactive
JL-15505,Jeremy Lonsdale,Consumer,West,2563.314,533.3393,1,2017-08-07,145,2563.314,High Value,At Risk
JL-15835,John Lee,Consumer,Central,1233.61,252.88649999999998,1,2015-12-17,744,1233.61,High Value,Inactive
JL-15835,John Lee,Consumer,East,2870.6859999999997,-229.9283,4,2017-07-14,169,717.6714999999999,High Value,At Risk
JL-15835,John Lee,Consumer,South,4519.839,-172.53470000000004,2,2017-12-09,21,2259.9195,High Value,Active
JL-15835,John Lee,Consumer,West,1175.788,378.4835,4,2017-11-24,36,293.947,High Value,Active
JL-15850,John Lucas,Consumer,Central,26.632,1.3316,1,2014-07-22,1257,26.632,Low Value,Inactive
JL-15850,John Lucas,Consumer,East,314.85,52.886,2,2016-04-25,614,157.425,Medium Value,Inactive
JL-15850,John Lucas,Consumer,West,2383.774,725.687,3,2015-05-29,946,794.5913333333333,High Value,Inactive
JM-15250,Janet Martin,Consumer,Central,954.902,-390.9563,1,2017-01-01,363,954.902,Medium Value,Inactive
JM-15250,Janet Martin,Consumer,East,1407.4279999999999,382.4389,2,2017-04-21,253,703.7139999999999,High Value,Inactive
JM-15250,Janet Martin,Consumer,South,378.496,23.1122,2,2017-11-23,37,189.248,Medium Value,Active
JM-15250,Janet Martin,Consumer,West,418.296,5.2287,1,2017-08-14,138,418.296,Medium Value,At Risk
JM-15265,Janet Molinari,Corporate,Central,550.836,137.3762,2,2017-11-23,37,275.418,Medium Value,Active
JM-15265,Janet Molinari,Corporate,East,1045.21,304.9421,1,2016-12-11,384,1045.21,Medium Value,Inactive
JM-15265,Janet Molinari,Corporate,West,208.1,60.296,2,2016-11-19,406,104.05,Low Value,Inactive
JM-15535,Jessica Myrick,Consumer,East,1272.118,343.0923,4,2017-09-19,102,318.0295,High Value,At Risk
JM-15535,Jessica Myrick,Consumer,West,461.32500000000005,13.447199999999999,3,2017-09-12,109,153.775,Medium Value,At Risk
JM-15580,Jill Matthias,Consumer,East,25.06,11.7782,1,2016-04-14,625,25.06,Low Value,Inactive
JM-15580,Jill Matthias,Consumer,South,99.87199999999999,31.8076,1,2016-09-08,478,99.87199999999999,Low Value,Inactive
JM-15580,Jill Matthias,Consumer,West,179.016,69.5346,3,2017-12-30,0,59.672,Low Value,Active
JM-15655,Jim Mitchum,Corporate,East,455.055,65.9007,2,2016-12-12,383,227.5275,Medium Value,Inactive
JM-15655,Jim Mitchum,Corporate,West,409.892,51.3033,3,2017-12-22,8,136.63066666666666,Medium Value,Active
JM-15865,John Murray,Consumer,Central,345.324,-49.83,1,2016-12-01,394,345.324,Medium Value,Inactive
JM-15865,John Murray,Consumer,East,4769.834000000001,1172.9226999999998,2,2017-05-16,228,2384.9170000000004,High Value,Inactive
JM-15865,John Murray,Consumer,South,36.27,10.881,1,2015-12-20,741,36.27,Low Value,Inactive
JM-15865,John Murray,Consumer,West,2473.648,440.6427,3,2017-09-12,109,824.5493333333334,High Value,At Risk
JM-16195,Justin MacKendrick,Consumer,East,250.9,37.3393,3,2016-11-14,411,83.63333333333334,Low Value,Inactive
JM-16195,Justin MacKendrick,Consumer,South,1017.222,265.5354,2,2017-11-03,57,508.611,Medium Value,Active
JM-16195,Justin MacKendrick,Consumer,West,1565.804,451.2397,5,2017-09-07,114,313.1608,High Value,At Risk
JO-15145,Jack O'Briant,Corporate,Central,1671.93,456.9723,1,2016-01-08,722,1671.93,High Value,Inactive
JO-15145,Jack O'Briant,Corporate,East,284.684,23.023199999999996,2,2016-07-29,519,142.342,Low Value,Inactive
JO-15145,Jack O'Briant,Corporate,South,87.94,26.340999999999998,2,2014-11-01,1155,43.97,Low Value,Inactive
JO-15145,Jack O'Briant,Corporate,West,1210.395,75.068,4,2017-11-03,57,302.59875,High Value,Active
JO-15280,Jas O'Carroll,Consumer,East,0.852,-0.5964,1,2014-03-31,1370,0.852,Low Value,Inactive
JO-15280,Jas O'Carroll,Consumer,South,243.92,-54.882,1,2017-09-29,92,243.92,Low Value,At Risk
JO-15280,Jas O'Carroll,Consumer,West,1689.5,257.6146,4,2016-04-19,620,422.375,High Value,Inactive
JO-15550,Jesus Ocampo,Home Office,Central,23.55,1.1775,1,2017-05-29,215,23.55,Low Value,Inactive
JO-15550,Jesus Ocampo,Home Office,East,570.492,113.4179,1,2015-05-14,961,570.492,Medium Value,Inactive
JO-15550,Jesus Ocampo,Home Office,West,496.79600000000005,53.0755,3,2017-04-16,258,165.59866666666667,Medium Value,Inactive
JP-15460,Jennifer Patt,Corporate,Central,264.033,7.318500000000002,2,2017-11-23,37,132.0165,Low Value,Active
JP-15460,Jennifer Patt,Corporate,East,1371.302,418.20300000000003,4,2017-02-13,320,342.8255,High Value,Inactive
JP-15460,Jennifer Patt,Corporate,West,33.8,4.225,1,2016-07-18,530,33.8,Low Value,Inactive
JP-15520,Jeremy Pistek,Consumer,Central,1830.664,424.3358,2,2017-12-08,22,915.332,High Value,Active
JP-15520,Jeremy Pistek,Consumer,South,254.956,116.08139999999999,3,2017-12-22,8,84.98533333333333,Low Value,Active
JP-15520,Jeremy Pistek,Consumer,West,1549.974,216.763,2,2016-08-16,501,774.987,High Value,Inactive
JP-16135,Julie Prescott,Home Office,Central,19.669999999999998,5.311,1,2017-02-20,313,19.669999999999998,Low Value,Inactive
JP-16135,Julie Prescott,Home Office,East,583.848,-0.4551999999999996,4,2017-05-12,232,145.962,Medium Value,Inactive
JP-16135,Julie Prescott,Home Office,South,593.64,170.1324,2,2017-09-19,102,296.82,Medium Value,At Risk
JP-16135,Julie Prescott,Home Office,West,510.552,134.7234,2,2016-12-30,365,255.276,Medium Value,Inactive
JR-15670,Jim Radford,Consumer,East,552.56,0.0,1,2016-05-16,593,552.56,Medium Value,Inactive
JR-15670,Jim Radford,Consumer,West,604.098,-785.1645,1,2015-12-24,737,604.098,Medium Value,Inactive
JR-15700,Jocasta Rupert,Consumer,South,863.88,107.985,1,2017-10-23,68,863.88,Medium Value,Active
JR-16210,Justin Ritter,Corporate,Central,656.22,296.8818,1,2017-11-27,33,656.22,Medium Value,Active
JR-16210,Justin Ritter,Corporate,East,8.904,-6.5296,1,2016-04-10,629,8.904,Low Value,Inactive
JR-16210,Justin Ritter,Corporate,South,717.12,152.388,1,2015-09-18,834,717.12,Medium Value,Inactive
JR-16210,Justin Ritter,Corporate,West,819.442,9.632799999999992,2,2017-09-19,102,409.721,Medium Value,At Risk
JS-15595,Jill Stevenson,Corporate,Central,257.508,-53.7226,1,2017-09-02,119,257.508,Low Value,At Risk
JS-15595,Jill Stevenson,Corporate,East,362.24199999999996,-204.7542,1,2014-03-03,1398,362.24199999999996,Medium Value,Inactive
JS-15595,Jill Stevenson,Corporate,South,783.96,78.396,1,2016-10-25,431,783.96,Medium Value,Inactive
JS-15595,Jill Stevenson,Corporate,West,13.944,4.5318,1,2015-04-25,980,13.944,Low Value,Inactive
JS-15685,Jim Sink,Corporate,East,478.044,-107.787,2,2017-06-19,194,239.022,Medium Value,Inactive
JS-15685,Jim Sink,Corporate,South,552.856,34.89619999999999,1,2017-11-18,42,552.856,Medium Value,Active
JS-15685,Jim Sink,Corporate,West,100.164,18.0216,1,2016-09-17,469,100.164,Low Value,Inactive
JS-15880,John Stevenson,Consumer,Central,611.9,83.74889999999999,2,2016-07-14,534,305.95,Medium Value,Inactive
JS-15880,John Stevenson,Consumer,East,172.11,-94.6605,1,2014-04-08,1362,172.11,Low Value,Inactive
JS-15880,John Stevenson,Consumer,South,1366.04,182.99800000000002,1,2016-02-12,687,1366.04,High Value,Inactive
JS-15880,John Stevenson,Consumer,West,1717.9699999999998,392.8934,1,2015-12-21,740,1717.9699999999998,High Value,Inactive
JS-15940,Joni Sundaresam,Home Office,Central,284.848,-309.1886,3,2015-01-17,1078,94.94933333333334,Low Value,Inactive
JS-15940,Joni Sundaresam,Home Office,East,184.321,-18.745,2,2016-09-23,463,92.1605,Low Value,Inactive
JS-16030,Joy Smith,Consumer,Central,1346.914,-691.9529,3,2017-12-02,28,448.97133333333335,High Value,Active
JS-16030,Joy Smith,Consumer,East,19.456,3.4048,1,2014-02-27,1402,19.456,Low Value,Inactive
JS-16030,Joy Smith,Consumer,South,1110.5,363.4222,1,2016-07-19,529,1110.5,Medium Value,Inactive
JS-16030,Joy Smith,Consumer,West,39.624,13.8684,1,2017-10-19,72,39.624,Low Value,Active
JW-15220,Jane Waco,Corporate,East,320.024,96.9722,2,2017-11-18,42,160.012,Medium Value,Active
JW-15220,Jane Waco,Corporate,South,10.16,3.4544,1,2017-10-02,89,10.16,Low Value,Active
JW-15220,Jane Waco,Corporate,West,7391.530000000001,2073.2828,3,2017-10-30,61,2463.8433333333337,High Value,Active
JW-15955,Joni Wasserman,Consumer,East,462.63800000000003,-169.95839999999998,2,2017-08-07,145,231.31900000000002,Medium Value,At Risk
JW-15955,Joni Wasserman,Consumer,South,597.848,99.0851,3,2017-12-25,5,199.28266666666664,Medium Value,Active
JW-15955,Joni Wasserman,Consumer,West,183.6,41.2974,2,2017-10-14,77,91.8,Low Value,Active
JW-16075,Julia West,Consumer,Central,53.088,-108.8304,1,2015-12-10,751,53.088,Low Value,Inactive
JW-16075,Julia West,Consumer,East,88.704,13.424,1,2016-05-09,600,88.704,Low Value,Inactive
JW-16075,Julia West,Consumer,South,1270.3790000000001,242.5149,1,2015-03-21,1015,1270.3790000000001,High Value,Inactive
JW-16075,Julia West,Consumer,West,16.56,6.9552,1,2016-09-25,461,16.56,Low Value,Inactive
KA-16525,Kelly Andreada,Consumer,Central,186.048,67.4424,1,2016-12-29,366,186.048,Low Value,Inactive
KA-16525,Kelly Andreada,Consumer,East,914.5780000000001,200.034,3,2017-11-24,36,304.8593333333334,Medium Value,Active
KA-16525,Kelly Andreada,Consumer,West,418.88,-32.557,3,2017-11-20,40,139.62666666666667,Medium Value,Active
KB-16240,Karen Bern,Corporate,Central,1347.8519999999999,475.2252,2,2017-12-26,4,673.9259999999999,High Value,Active
KB-16240,Karen Bern,Corporate,East,24.4,7.93,1,2015-11-07,784,24.4,Low Value,Inactive
KB-16240,Karen Bern,Corporate,South,134.093,-19.4891,2,2016-02-06,693,67.0465,Low Value,Inactive
KB-16240,Karen Bern,Corporate,West,1646.27,300.2415,2,2017-07-11,172,823.135,High Value,At Risk
KB-16315,Karl Braun,Consumer,Central,111.65,44.606,2,2015-05-29,946,55.825,Low Value,Inactive
KB-16315,Karl Braun,Consumer,East,820.33,-101.72220000000002,4,2015-05-28,947,205.0825,Medium Value,Inactive
KB-16315,Karl Braun,Consumer,South,126.66,37.2,2,2016-09-06,480,63.33,Low Value,Inactive
KB-16315,Karl Braun,Consumer,West,510.82399999999996,69.6355,1,2017-03-09,296,510.82399999999996,Medium Value,Inactive
KB-16405,Katrina Bavinger,Home Office,East,697.525,209.5822,1,2017-09-03,118,697.525,Medium Value,At Risk
KB-16405,Katrina Bavinger,Home Office,West,211.296,64.7148,2,2017-09-04,117,105.648,Low Value,At Risk
KB-16585,Ken Black,Corporate,Central,225.68,54.0839,3,2016-12-09,386,75.22666666666667,Low Value,Inactive
KB-16585,Ken Black,Corporate,East,159.75,57.3174,2,2017-03-12,293,79.875,Low Value,Inactive
KB-16585,Ken Black,Corporate,South,1380.746,170.02779999999998,2,2014-12-16,1110,690.373,High Value,Inactive
KB-16585,Ken Black,Corporate,West,978.566,297.926,5,2017-05-14,230,195.7132,Medium Value,Inactive
KB-16600,Ken Brennan,Corporate,Central,292.592,113.80660000000002,5,2017-12-29,1,58.5184,Low Value,Active
KB-16600,Ken Brennan,Corporate,East,629.95,163.787,1,2017-11-13,47,629.95,Medium Value,Active
KB-16600,Ken Brennan,Corporate,West,61.38,15.9588,1,2016-06-05,573,61.38,Low Value,Inactive
KC-16255,Karen Carlisle,Corporate,East,70.54400000000001,-11.344,2,2016-06-02,576,35.272000000000006,Low Value,Inactive
KC-16255,Karen Carlisle,Corporate,South,2033.29,849.4193,3,2016-11-18,407,677.7633333333333,High Value,Inactive
KC-16255,Karen Carlisle,Corporate,West,17.12,8.0464,1,2016-06-19,559,17.12,Low Value,Inactive
KC-16540,Kelly Collister,Consumer,Central,2.296,-3.9032,1,2016-11-14,411,2.296,Low Value,Inactive
KC-16540,Kelly Collister,Consumer,East,103.056,24.4758,1,2017-09-24,97,103.056,Low Value,At Risk
KC-16540,Kelly Collister,Consumer,West,3802.91,688.8493,2,2016-09-11,475,1901.455,High Value,Inactive
KC-16675,Kimberly Carter,Corporate,South,699.054,64.1711,3,2017-05-26,218,233.018,Medium Value,Inactive
KC-16675,Kimberly Carter,Corporate,West,446.99600000000004,92.6086,1,2017-11-03,57,446.99600000000004,Medium Value,Active
KD-16270,Karen Daniels,Consumer,Central,1639.496,-1340.5041,1,2014-11-11,1145,1639.496,High Value,Inactive
KD-16270,Karen Daniels,Consumer,East,6241.282,2283.0463,2,2016-09-02,484,3120.641,High Value,Inactive
KD-16270,Karen Daniels,Consumer,South,75.88,35.6636,1,2016-06-04,574,75.88,Low Value,Inactive
KD-16270,Karen Daniels,Consumer,West,325.7,129.4894,1,2015-12-12,749,325.7,Medium Value,Inactive
KD-16345,Katherine Ducich,Consumer,Central,775.01,-8.619199999999992,1,2015-12-20,741,775.01,Medium Value,Inactive
KD-16345,Katherine Ducich,Consumer,East,940.434,275.3462,2,2015-11-19,772,470.217,Medium Value,Inactive
KD-16345,Katherine Ducich,Consumer,West,173.51999999999998,61.8672,3,2017-11-19,41,57.839999999999996,Low Value,Active
KD-16495,Keith Dawkins,Corporate,Central,1007.354,225.4588,2,2016-12-30,365,503.677,Medium Value,Inactive
KD-16495,Keith Dawkins,Corporate,East,5871.738,2516.8113999999996,3,2017-08-13,139,1957.246,High Value,At Risk
KD-16495,Keith Dawkins,Corporate,South,295.044,100.1136,3,2015-12-14,747,98.348,Low Value,Inactive
KD-16495,Keith Dawkins,Corporate,West,1007.12,196.2416,4,2017-09-09,112,251.78,Medium Value,At Risk
KD-16615,Ken Dana,Corporate,East,146.688,45.84,1,2016-08-26,491,146.688,Low Value,Inactive
KD-16615,Ken Dana,Corporate,West,2096.822,493.88190000000003,4,2017-03-16,289,524.2055,High Value,Inactive
KE-16420,Katrina Edelman,Corporate,Central,315.7592,-17.050200000000004,2,2017-11-13,47,157.8796,Medium Value,Active
KE-16420,Katrina Edelman,Corporate,East,692.132,234.2953,2,2017-12-04,26,346.066,Medium Value,Active
KE-16420,Katrina Edelman,Corporate,South,170.352,10.647,1,2014-06-08,1301,170.352,Low Value,Inactive
KE-16420,Katrina Edelman,Corporate,West,508.488,169.9878,3,2016-09-25,461,169.496,Medium Value,Inactive
KF-16285,Karen Ferguson,Home Office,Central,639.83,103.9546,1,2017-07-01,182,639.83,Medium Value,Inactive
KF-16285,Karen Ferguson,Home Office,East,2633.5099999999998,632.4618999999999,1,2017-04-08,266,2633.5099999999998,High Value,Inactive
KF-16285,Karen Ferguson,Home Office,South,148.16000000000003,45.283100000000005,1,2017-09-24,97,148.16000000000003,Low Value,At Risk
KF-16285,Karen Ferguson,Home Office,West,7182.766,878.4390000000001,4,2017-09-11,110,1795.6915,High Value,At Risk
KH-16330,Katharine Harms,Corporate,Central,622.37,8.425600000000001,2,2016-06-27,551,311.185,Medium Value,Inactive
KH-16330,Katharine Harms,Corporate,East,2525.918,403.78200000000004,4,2017-11-20,40,631.4795,High Value,Active
KH-16330,Katharine Harms,Corporate,South,140.81,39.4268,1,2016-07-18,530,140.81,Low Value,Inactive
KH-16330,Katharine Harms,Corporate,West,23.766000000000002,3.1527000000000003,1,2017-11-17,43,23.766000000000002,Low Value,Active
KH-16360,Katherine Hughes,Consumer,Central,1232.78,17.346800000000005,2,2016-07-30,518,616.39,High Value,Inactive
KH-16360,Katherine Hughes,Consumer,East,45.452,12.836400000000001,2,2017-04-03,271,22.726,Low Value,Inactive
KH-16360,Katherine Hughes,Consumer,South,1822.3799999999999,498.0219,2,2017-12-29,1,911.1899999999999,High Value,Active
KH-16510,Keith Herrera,Consumer,Central,96.688,-53.160799999999995,2,2017-10-28,63,48.344,Low Value,Active
KH-16510,Keith Herrera,Consumer,South,1046.47,250.8226,1,2015-06-18,926,1046.47,Medium Value,Inactive
KH-16510,Keith Herrera,Consumer,West,4809.701,458.4544,4,2017-12-08,22,1202.42525,High Value,Active
KH-16630,Ken Heidel,Corporate,Central,86.264,31.109199999999998,3,2017-10-01,90,28.754666666666665,Low Value,Active
KH-16630,Ken Heidel,Corporate,East,2588.876,526.1472,2,2017-09-10,111,1294.438,High Value,At Risk
KH-16630,Ken Heidel,Corporate,South,1044.44,127.9659,1,2014-11-01,1155,1044.44,Medium Value,Inactive
KH-16630,Ken Heidel,Corporate,West,199.386,42.1563,3,2017-11-02,58,66.462,Low Value,Active
KH-16690,Kristen Hastings,Corporate,East,51.45,13.8915,1,2015-05-23,952,51.45,Low Value,Inactive
KH-16690,Kristen Hastings,Corporate,South,3769.56,1038.5751,1,2014-03-21,1380,3769.56,High Value,Inactive
KH-16690,Kristen Hastings,Corporate,West,2169.789,175.0425,5,2017-12-28,2,433.9578,High Value,Active
KL-16555,Kelly Lampkin,Corporate,Central,1003.486,-259.5362,2,2017-07-21,162,501.743,Medium Value,At Risk
KL-16555,Kelly Lampkin,Corporate,East,537.616,-26.328200000000002,1,2016-09-23,463,537.616,Medium Value,Inactive
KL-16555,Kelly Lampkin,Corporate,South,2456.706,26.654200000000003,3,2017-12-14,16,818.902,High Value,Active
KL-16555,Kelly Lampkin,Corporate,West,1018.6800000000001,76.4289,2,2016-12-31,364,509.34000000000003,Medium Value,Inactive
KL-16645,Ken Lonsdale,Consumer,Central,4517.295,146.926,5,2017-05-23,221,903.4590000000001,High Value,Inactive
KL-16645,Ken Lonsdale,Consumer,East,1185.54,233.3158,2,2015-11-13,778,592.77,High Value,Inactive
KL-16645,Ken Lonsdale,Consumer,West,8472.394,426.61319999999995,5,2017-11-13,47,1694.4788,High Value,Active
KM-16225,Kalyca Meade,Corporate,Central,165.27999999999997,74.78620000000001,2,2017-11-02,58,82.63999999999999,Low Value,Active
KM-16225,Kalyca Meade,Corporate,East,1675.444,450.1125,3,2017-12-09,21,558.4813333333333,High Value,Active
KM-16225,Kalyca Meade,Corporate,West,420.234,110.207,1,2017-12-16,14,420.234,Medium Value,Active
KM-16375,Katherine Murray,Home Office,Central,1569.896,-101.5453,2,2015-06-19,925,784.948,High Value,Inactive
KM-16375,Katherine Murray,Home Office,East,2846.22,1071.7254,1,2014-12-31,1095,2846.22,High Value,Inactive
KM-16375,Katherine Murray,Home Office,South,288.33,130.6667,3,2017-11-04,56,96.11,Low Value,Active
KM-16375,Katherine Murray,Home Office,West,915.74,-127.0566,2,2017-02-20,313,457.87,Medium Value,Inactive
KM-16660,Khloe Miller,Consumer,East,19.312,3.1382,1,2016-08-01,516,19.312,Low Value,Inactive
KM-16660,Khloe Miller,Consumer,South,129.64,34.3474,1,2015-12-10,751,129.64,Low Value,Inactive
KM-16660,Khloe Miller,Consumer,West,304.586,53.6535,3,2017-12-15,15,101.52866666666667,Medium Value,Active
KM-16720,Kunst Miller,Consumer,Central,697.074,61.7937,1,2014-04-18,1352,697.074,Medium Value,Inactive
KM-16720,Kunst Miller,Consumer,East,1953.86,440.4459,3,2017-12-02,28,651.2866666666666,High Value,Active
KM-16720,Kunst Miller,Consumer,West,2258.538,243.52890000000002,4,2015-11-24,767,564.6345,High Value,Inactive
KN-16390,Katherine Nockton,Corporate,Central,68.712,15.6534,1,2017-04-21,253,68.712,Low Value,Inactive
KN-16390,Katherine Nockton,Corporate,East,2146.7039999999997,-131.46370000000002,6,2017-12-11,19,357.78399999999993,High Value,Active
KN-16390,Katherine Nockton,Corporate,West,401.85600000000005,-35.341499999999996,2,2017-07-11,172,200.92800000000003,Medium Value,At Risk
KN-16450,Kean Nguyen,Corporate,Central,48.632,-121.58,1,2015-07-09,905,48.632,Low Value,Inactive
KN-16450,Kean Nguyen,Corporate,East,274.2,112.422,1,2017-11-08,52,274.2,Low Value,Active
KN-16450,Kean Nguyen,Corporate,South,1.167,-0.8558,1,2014-12-16,1110,1.167,Low Value,Inactive
KN-16450,Kean Nguyen,Corporate,West,1847.963,124.3221,2,2015-12-27,734,923.9815,High Value,Inactive
KN-16705,Kristina Nunn,Home Office,Central,100.86,-183.1062,1,2015-10-18,804,100.86,Low Value,Inactive
KN-16705,Kristina Nunn,Home Office,East,325.33,156.5065,2,2014-11-11,1145,162.665,Medium Value,Inactive
KN-16705,Kristina Nunn,Home Office,South,475.68,30.5854,2,2017-06-11,202,237.84,Medium Value,Inactive
KN-16705,Kristina Nunn,Home Office,West,1378.71,325.77680000000004,3,2017-09-23,98,459.57,High Value,At Risk
KS-16300,Karen Seio,Corporate,South,71.696,-1.566600000000001,2,2017-03-10,295,35.848,Low Value,Inactive
KS-16300,Karen Seio,Corporate,West,16.776,1.6776,1,2015-03-15,1021,16.776,Low Value,Inactive
KT-16465,Kean Takahito,Consumer,Central,1711.7060000000001,50.6738,2,2016-03-21,649,855.8530000000001,High Value,Inactive
KT-16465,Kean Takahito,Consumer,South,52.608000000000004,14.8718,1,2014-09-17,1200,52.608000000000004,Low Value,Inactive
KT-16465,Kean Takahito,Consumer,West,1292.7859999999998,188.4576,4,2016-12-04,391,323.19649999999996,High Value,Inactive
KT-16480,Kean Thornton,Consumer,Central,1225.5564000000002,13.585399999999996,2,2017-05-30,214,612.7782000000001,High Value,Inactive
KT-16480,Kean Thornton,Consumer,East,2587.676,149.0963,4,2017-04-29,245,646.919,High Value,Inactive
KT-16480,Kean Thornton,Consumer,South,80.48,24.144,1,2017-09-21,100,80.48,Low Value,At Risk
KT-16480,Kean Thornton,Consumer,West,748.376,7.2414000000000005,3,2017-08-20,132,249.45866666666666,Medium Value,At Risk
KW-16435,Katrina Willman,Consumer,Central,106.56400000000001,31.448099999999997,3,2017-07-31,152,35.52133333333334,Low Value,At Risk
KW-16435,Katrina Willman,Consumer,East,562.026,118.9848,1,2017-09-25,96,562.026,Medium Value,At Risk
KW-16435,Katrina Willman,Consumer,South,3747.9300000000003,1605.7021,1,2015-08-24,859,3747.9300000000003,High Value,Inactive
KW-16570,Kelly Williams,Consumer,Central,241.34,47.1344,1,2015-08-07,876,241.34,Low Value,Inactive
KW-16570,Kelly Williams,Consumer,South,175.716,52.782599999999995,2,2015-04-18,987,87.858,Low Value,Inactive
KW-16570,Kelly Williams,Consumer,West,32.04,8.01,1,2015-11-20,771,32.04,Low Value,Inactive
LA-16780,Laura Armstrong,Corporate,Central,5076.47,1041.5898,5,2017-07-29,154,1015.2940000000001,High Value,At Risk
LA-16780,Laura Armstrong,Corporate,East,2123.71,664.0879,3,2016-11-24,401,707.9033333333333,High Value,Inactive
LA-16780,Laura Armstrong,Corporate,South,661.5039999999999,68.949,1,2014-04-29,1341,661.5039999999999,Medium Value,Inactive
LA-16780,Laura Armstrong,Corporate,West,811.538,284.4932,2,2016-09-24,462,405.769,Medium Value,Inactive
LB-16735,Larry Blacks,Consumer,Central,1.988,-1.4413,1,2017-04-26,248,1.988,Low Value,Inactive
LB-16735,Larry Blacks,Consumer,South,26.72,9.352,1,2017-11-12,48,26.72,Low Value,Active
LB-16735,Larry Blacks,Consumer,West,21.48,10.74,1,2016-07-25,523,21.48,Low Value,Inactive
LB-16795,Laurel Beltran,Home Office,Central,3.136,-4.704,1,2016-11-13,412,3.136,Low Value,Inactive
LB-16795,Laurel Beltran,Home Office,East,1465.0680000000002,380.36949999999996,2,2017-07-31,152,732.5340000000001,High Value,At Risk
LB-16795,Laurel Beltran,Home Office,South,681.432,43.4442,1,2016-11-11,414,681.432,Medium Value,Inactive
LB-16795,Laurel Beltran,Home Office,West,2836.04,-471.3007,4,2017-05-09,235,709.01,High Value,Inactive
LC-16870,Lena Cacioppo,Consumer,Central,449.45799999999997,-499.3606,3,2017-09-23,98,149.81933333333333,Medium Value,At Risk
LC-16870,Lena Cacioppo,Consumer,East,111.104,8.3328,1,2016-02-29,670,111.104,Low Value,Inactive
LC-16870,Lena Cacioppo,Consumer,South,874.8,144.8492,1,2017-03-27,278,874.8,Medium Value,Inactive
LC-16870,Lena Cacioppo,Consumer,West,1145.3419999999999,157.92749999999998,3,2017-12-03,27,381.7806666666666,Medium Value,Active
LC-16885,Lena Creighton,Consumer,Central,1126.948,-279.8508,2,2017-12-14,16,563.474,Medium Value,Active
LC-16885,Lena Creighton,Consumer,East,3220.2720000000004,1178.7636,3,2016-12-22,373,1073.4240000000002,High Value,Inactive
LC-16885,Lena Creighton,Consumer,South,319.464,38.864999999999995,2,2017-06-12,201,159.732,Medium Value,Inactive
LC-16885,Lena Creighton,Consumer,West,2996.442,350.5691,5,2017-11-16,44,599.2884,High Value,Active
LC-16930,Linda Cazamias,Corporate,Central,1719.81,51.8916,4,2017-11-19,41,429.9525,High Value,Active
LC-16930,Linda Cazamias,Corporate,East,8.4,4.2,1,2017-06-10,203,8.4,Low Value,Inactive
LC-16930,Linda Cazamias,Corporate,West,2764.7360000000003,232.1744,3,2016-09-11,475,921.5786666666668,High Value,Inactive
LC-16960,Lindsay Castell,Home Office,East,37.775999999999996,10.5336,1,2015-02-23,1041,37.775999999999996,Low Value,Inactive
LC-16960,Lindsay Castell,Home Office,South,532.178,21.279399999999995,2,2016-10-20,436,266.089,Medium Value,Inactive
LC-16960,Lindsay Castell,Home Office,West,2676.672,267.6672,1,2015-12-01,760,2676.672,High Value,Inactive
LC-17050,Liz Carlisle,Consumer,Central,30.56,-19.864,1,2017-11-06,54,30.56,Low Value,Active
LC-17050,Liz Carlisle,Consumer,East,609.4380000000001,-131.5086,1,2014-11-02,1154,609.4380000000001,Medium Value,Inactive
LC-17050,Liz Carlisle,Consumer,South,866.4,225.264,1,2016-02-03,696,866.4,Medium Value,Inactive
LC-17050,Liz Carlisle,Consumer,West,588.6659999999999,12.886599999999998,2,2017-09-09,112,294.33299999999997,Medium Value,At Risk
LC-17140,Logan Currie,Consumer,Central,184.24200000000002,-211.2254,2,2017-12-17,13,92.12100000000001,Low Value,Active
LC-17140,Logan Currie,Consumer,East,1408.3459999999998,144.1339,3,2017-09-22,99,469.4486666666666,High Value,At Risk
LC-17140,Logan Currie,Consumer,South,859.14,249.1506,1,2016-12-23,372,859.14,Medium Value,Inactive
LC-17140,Logan Currie,Consumer,West,181.85399999999998,49.0661,3,2017-12-17,13,60.617999999999995,Low Value,Active
LD-16855,Lela Donovan,Corporate,Central,5.304,0.4641,1,2016-06-26,552,5.304,Low Value,Inactive
LD-17005,Lisa DeCherney,Consumer,Central,257.98,74.8142,1,2016-11-11,414,257.98,Low Value,Inactive
LD-17005,Lisa DeCherney,Consumer,East,1609.32,445.9008,1,2014-09-29,1188,1609.32,High Value,Inactive
LD-17005,Lisa DeCherney,Consumer,West,94.634,36.4564,2,2016-11-07,418,47.317,Low Value,Inactive
LE-16810,Laurel Elliston,Consumer,Central,223.382,-85.26389999999999,2,2017-05-22,222,111.691,Low Value,Inactive
LE-16810,Laurel Elliston,Consumer,East,29.9,5.083,1,2015-06-12,932,29.9,Low Value,Inactive
